"id";"year";"content";"number";"hassorted"
642;2011;"2011年初,菲律宾授予英国石油与矿业公司在中菲南海争议海域勘探油气资源为期两年的合约,显示出其开发南海油气资源的决心。";"157";642
643;2011;"2011年,菲律宾不仅向美国购买了“汉密尔顿”级军舰,增加了在南沙区域的海空巡逻,购置了防空雷达系统,在南沙所占岛礁派驻了更多军队,①而且还制定了改造南沙机场的计划,②以及增加50亿比索(约合1.18亿美元)以增强保护南海“领土”军力的计划。";"159";643
644;2011;"”②2011年,菲律宾南海政策的急剧转变与美国的支持与鼓励是分不开的。";"162";644
645;2011;"2011年以来,菲律宾南海激进化政策对中菲关系的负面影响越来越严重。";"164";645
646;2011;"2011年,菲律宾总统阿基诺三世与外长罗萨里奥对东盟国家进行“穿梭外交”,在协调东盟南海政策立场?一致对华等方面做了大量工作。";"167";646
647;2011;"2011年以来,菲律宾在南海问题上对中国采取“不妥协”立场,主要有国内和国外两大背景因素。";"222";647
648;2011;"为了证明在单个海洋地物的地位及海洋权利问题上存在争端,菲律宾在援引中国2011年有关照会时故意篡改了其中的用词,将中国照会中有关“南沙群岛”作为整体概念之后的动词由单数“is”变成了复数“are”,意在误导中国是以各个单个岛礁主张海洋权利的。";"300";648
649;2011;"仲裁庭完全漠视这些事实：承诺谈判解决相关争端是中菲从1995年到2011年在各协议中的一贯立场,包括阿基诺三世当政时期于2011年发表的中菲《联合声明》；各协议中诸多用词表明了双方的真实意思,如1995年中菲《关于南海问题和其他领域合作的磋商联合声明》“最终谈判解决双方争议”、《南海各方行为宣言》“由直接有关的主权国家通过友好磋商和谈判”；上述承诺使中菲形成信赖关系产生了信赖利益,适用禁反言原则。";"308";649
650;2011;"从图１可以看出,2001-2011年间,外交部发言人答记者问时提及的国家中,越南、菲律宾、美国和东盟居前四位,特别是越、菲、美三国成了涉足南海问题的前三方。";"439";650
651;2011;"⑥据美国国务院官员的介绍,到2011年,南海成了中美关系中存在最激烈争执的地区。";"502";651
652;2011;"2010年,在美国国务卿希拉里公开表示“南海问题涉及美国利益”后,公报有四处提到了南海问题；2011年的《联合公报》则增加到了五条。";"608";652
653;2011;"因此,在2011年印尼担任东盟轮值主席国期间,印尼在一定程度上摒弃了越南在2010年担任主席国期间所采取的积极推动南海问题国际化的极端做法。";"627";653
654;2011;"2011年,印度尼西亚担任东盟轮值主席国,鉴于不同于越南的南海利益诉求,印尼应当不会比越南更热衷于推动南海问题的继续升温。";"723";654
655;2011;"②基于这一考虑,希拉里・克林顿在2010年两次关于南海问题的讲话中均提到,③因为加入《联合国海洋法公约》关系到美国和东南亚国家共同处理南海事务的诚信问题,所以美国将在2011年把这一工作作为外交的优先考虑。";"748";655
656;2011;"所以2011年夏季以来的新一波南海冲突中,美国虽然偏袒菲律宾、越南、马来西亚、印尼等国,但还是有所节制。";"764";656
657;2011;"虽然奥巴马政府迄今没有公开宣称“菲美共同防御条约”适用于有争议的南海地区,但2011年以来菲律宾方面的种种言行似乎表明已经得到美方的某种暗示或保证。";"770";657
658;2011;"2011年的南海形势更趋严峻,5月底越南与中国接连爆发海上摩擦与外交争执,菲律宾、文莱等南海主权声索国加入战团,此轮争端随着美国与东南亚六国联合展开南海军演达到高峰,至今尚未平息。";"774";658
659;2011;"2011年是东盟与中国开始不间断高层对话20周年,然而南海争议始终没有建设性进展,中国与东盟未就2002年《南海各方行为宣言》(DOC)的落实达成一致是主要原因之一。";"775";659
660;2011;"比如在2011年5～6月间,所谓的南海问题骤然升温,就是因为越南大耍“贼喊捉贼”的手段而引发的。";"884";660
661;2011;"而且,截至2011年底,这个联盟已渐成雏形,最直接的标志就是上文所提到的越南、菲律宾等南海争端国家与美国、日本和印度等域外势力已经结成的或加强的各类战略伙伴关系,特别是不断增强的军事合作关系。";"885";661
662;2011;"③2011年10月7日,日本前防卫大臣一川保夫在防卫省与越南驻日大使阮富平举行了会谈,双方一致同意加强合作,以确保船只在南海的安全航行,阮富平还称两国的关系是“有益于亚洲和平与稳定的重要战略伙伴关系”。";"56";662
663;2011;"一是2011年10月越共总书记访华,在签署中越解决南海争端指导原则协议的同时,越南国家主席访问印度,签署两国在南海的合作协议。";"886";663
664;2011;"2011年11月,美国与除中国之外的所有对南海提出主权要求的东盟四国举行了海上联合军事演习。";"44";664
665;2011;"2011年1月5日,越南引用日本《朝日新闻》报导,公开宣扬中国已拟好“南海夺岛计划”,制造南海地区紧张气氛。";"552";665
666;2011;"2011年2月,阿基诺三世任命前驻美大使德尔罗萨里奥为外交部长,取代之前在南海问题上态度温和、曾表示南海问题“无需美国插手”的罗慕洛。";"214";666
667;2011;"2011年2月,菲律宾能源部同意英国符若能源公司(ForumEnergy)在南沙群岛礼乐滩进行油气资源勘探活动。";"553";667
668;2011;"2011年3月,阿基诺三世出访印尼和新加坡时提出了“东盟成员国联合开发南海石油资源”的建议。";"168";668
669;2011;"③2011年3月2日,菲律宾宣称其勘探船在礼乐滩附近海域遭受中国执法船的“骚扰”,并出动OV―10轰炸机和一架轻型军机前往事发地点。";"204";669
670;2011;"2011年3月25日,菲律宾在南沙海域抓捕6名中国渔民。";"206";670
671;2011;"2011年3月7日开始,阿基诺三世在出访印尼、新加坡时,提议“与东盟成员国联合开发南海石油资源”。";"209";671
672;2011;"2011年3月初,德尔罗萨里奥在接受菲律宾《每日问询者报》采访时称美国是菲律宾“唯一战略伙伴”,⑦发出了在南海问题上寻求美国支持的信号。";"215";672
673;2011;"①2011年3月28日,奥万再次表示,菲律宾已增加了在南沙海域的海空巡逻,购置了防空雷达系统等装备,并计划对南沙占领岛礁上的简易机场进行升级改造。";"219";673
674;2011;"2011年3月,菲律宾宣称其勘探船在礼乐滩附近海域遭受中国执法船的“骚扰”,阿基诺三世(BenignoSimeónCojuangcoAquinoIII)随后下令海岸警卫队护送勘探船。";"274";674
675;2011;"中菲于2011年3月发生对峙的礼乐滩就蕴藏着丰富的天然气资源,已探明天然气储藏量达3.4万亿立方英尺。";"283";675
676;2011;"②2011年3月,菲律宾论坛能源公司宣布将在中菲争议的礼乐滩附近海域开采石油。";"285";676
677;2011;"2011年3月,菲律宾原油勘探船驶至礼乐滩附近海域进行作业。";"554";677
678;2011;"2011年3月9日,菲律宾参议员建议将南沙费信岛和马欢岛建设成为观光潜水胜地。";"555";678
679;2011;"2011年3月初,越南以中国在南沙进行军事演习为由再度提出抗议,指称中国的演习侵犯了越南南海岛礁主权,并违反了《南海各方行为宣言》。";"556";679
680;2011;"2011年3月9日,印度尼西亚总统针对中菲南沙群岛礼乐滩的争议提出了提交东盟高峰会和东盟区域论坛讨论的建议。";"557";680
681;2011;"2011年4月5日,菲律宾向联合国提交照会,抗议中国提交的相关划界信息,强调菲律宾对南沙群岛主体及周围海域、海床拥有主权和管辖权。";"109";681
682;2011;"2011年4月,一向言行谨慎的菲律宾外交部以抗议2009年5月中国对南海有关岛屿及其附近海域的主权声明为由向联合国提交照会,将中菲南海矛盾扩大化。";"165";682
683;2011;"④2011年4月,罗萨里奥访问越南,与越南达成了两国在南海问题上开展合作?加强双边安全与防务合作?推动达成“南海行为准则”等共识。";"169";683
684;2011;"2011年4月5日,菲律宾向联合国抗议中国于2009年5月递交的附有南海U形线地图的照会,强调对中国南沙群岛主体(菲称“卡拉延群岛”)及周围海域、海床拥有主权和管辖权。";"202";684
685;2011;"④2011年4月5-6日,菲律宾外长德尔罗萨里奥访问越南,称“在海洋议题上开展合作是双方关系的重要支柱”,主张加强菲越的安全与防务合作,推动有关国家制定具有约束力的《南海各方行为准则》。";"210";685
686;2011;"2011年4月,菲律宾前国防部长、现参议院议长恩里莱呼吁“菲律宾军队增强军力,更新装备,保卫包括南沙群岛在内的‘国家领土‘”。";"223";686
687;2011;"2011年4月,印度尼西亚通过媒体透露,东盟主导的系列会议将继续把南海问题作为一个重要议题加以讨论。";"558";687
688;2011;"2011年4月5日,菲律宾在南沙群岛再挑事端,就中国南海边界划分的“九段线”理论向联合国提出抗议,对中方有关南海的部分主张提出质疑。";"673";688
689;2011;"⑤2011年5月,印尼牵头在雅加达举办了“南中国海合作前景一聚焦问题和动力""国际研讨会,与会学者认为,对于东盟而言,加强与印、日、美、澳等伙伴的合作以解决南海争端非常重要,因为“东盟单独无法与中国对抗”。";"59";689
690;2011;"2011年5月举行的东盟国防部长会议首次讨论了南海问题,所发表的联合公报重申将致力于实施《南海各方行为宣言》。";"68";690
691;2011;"①2011年5月发布的第18届东盟峰会主席声明在谈到落实《宣言》行为指针和《南海地区行为准则》对华协商之时也强调,东盟再次重申东盟原则,即各国在与对话伙伴国(指中国)对话过程中必须团结一致。";"90";691
692;2011;"2011年5月,阿基诺总统呼应越南在东盟峰会上的要求,再次强调“南海行为准则”的重要性。";"170";692
693;2011;"2011年5月底,阿基诺总统访问泰国和文莱,试图说服文莱联合对中国施压,以签署“南海行为准则”。";"171";693
694;2011;"2011年5月,阿基诺三世在东盟峰会上继续敦促尽快制定《南海各方行为准则》,并再次与越南就南海问题展开双边对话,协调立场。";"211";694
695;2011;"⑤2011年5月底,阿基诺三世继续访问泰国、文莱,再次鼓动文莱要求中国签署南海行为准则。";"212";695
696;2011;"2011年5月,越南国内不仅爆发反对中国在南海立场的示威游行,还在南沙群岛举行“国会代表”选举。";"444";696
697;2011;"2011年6月,澳菲两国在堪培拉举行部长级会谈,双方专门就南海问题进行了探讨,并在联合声明中声称支持菲律宾的立场,要求遵照《联合国海洋法公约》和平解决领土争端。";"37";697
698;2011;"③2011年6月27日,美国参议院通过决议,谴责中国在南海地区示强,表示支持美国军队在南海地区采取一切连续性行动,甚至直接军事介入中国与菲律宾等国纷争与摩擦。";"163";698
699;2011;"②2011年6月17日,菲律宾外长罗萨里奥在马尼拉会见东盟其他九个成员的大使,寻求东盟内部就南沙与南海问题达成一致立场。";"172";699
700;2011;"2011年6月7日,菲律宾外交部长德尔罗萨里奥在其外交部网站上撰文,坚称其根据《联合国海洋法公约》划定的专属经济区、大陆架范围及该范围内的岛礁(包括礼乐滩)不属于南海争端。";"203";700
701;2011;"2011年6月7日,菲律宾国防部长加斯明公开要求“美国在南海部署军事力量”,称这“有助于保护该地区较弱小国家的权利”⑧,标志着菲律宾在南海问题上“联美制华”政策更加明确。";"216";701
702;2011;"2011年6月28日,菲律宾与美国在南海举行联合军事演习。";"217";702
703;2011;"2011年6月,美国参议院通过了谴责中国在南海地区示强,以及支持美国军队在南海地区采取一切连续性行动,甚至直接军事介入中国与菲律宾等国纷争与摩擦的议案。";"239";703
704;2011;"2011年6月14日,当南海局势趋于紧张时,托纳在美国国务院的新闻发布会上说,美国支持中国同东盟一起制定“南海行为准则”。";"405";704
705;2011;"2011年6月14日,当南海局势趋于紧张时,托纳在美国国务院的新闻发布会上说,美国支持中国同东盟一起制定“南海行为准则”。";"501";705
706;2011;"⑥2011年6月24日参议院全票通过了指责中国在南海有争议海域使用武力的决议案。";"759";706
707;2011;"与中国有南海主权争议的东南亚国家曾期待美国防部长盖茨在2011年6月的新加坡第10届香格里拉对话上再次对中国发难,但盖茨仅是重复了去年的关切,这让他们感到失望。";"765";707
708;2011;"〔６〕2011年6月23日,希拉里在与来访的菲律宾外长见面时表示,美国关注南海局势,承诺支持菲律宾的防卫,将按照《美菲共同防御条约》为菲提供适当的物资和装备,以“对抗中国”。";"778";708
709;2011;"例如,2011年6月,在澳大利亚和菲律宾于堪培拉举行的部长级会谈上,双方专门就南海问题进行了探讨并在联合声明中阐述了它们在南海问题上的共同立场［32］。";"817";709
710;2011;"②2011年7月9日,正当南海紧张气氛不断升高之际,澳大利亚海军会同美日海军在文莱附近海域举行了军事演习,这是三国首次在南海举行联合军演。";"38";710
711;2011;"2011年7月22日,澳大利亚外长陆克文(KevinＲudd)与到访的国务卿克林顿会晤,针对克林顿此前所称南海“涉及美国国家利益”,陆克文则回应称南海争端的和平解决“同样关乎澳大利亚的切身利益”。";"39";711
712;2011;"例如,早在2011年7月,国务卿克林顿在与印尼外长纳塔莱加瓦会面时便敦促东盟“迅速地乃至紧急地采取行动,确定一套行为准则,以避免在南中国海重要的海上航线和领海上产生任何问题”,她进而提议将南海问题纳入2011年11月举行的东亚峰会的议程框架。";"51";712
713;2011;"②在2011年7月举行的东盟地区论坛上,中国与东盟就《南海各方行为宣言》后续指导方针达成协议后,新加坡新任外长尚穆根重申：“一些国家之间有纠纷,我们和这些国家却没有纠纷,不过,我们不希望见到纠纷失控,或看到影响海上安全的事故发生,所以我们关注这份宣言。";"63";713
714;2011;"2011年7月,希拉里在东盟地区论坛上再次指出,南海争端各方都必须遵守国际法,拿出有力的法律依据证明自己的主权要求,而不仅仅是依据历史先例,明确要求中国就南海断续线做出澄清与解释。";"118";714
715;2011;"⑥2011年7月,菲律宾外长公开表示:“菲律宾将继续在南海‘主权海域’开展石油勘探活动。";"158";715
716;2011;"2011年7月,《南海各方行为宣言》落实指针在中国与东盟之间达成一致。";"173";716
717;2011;"①2011年7月25日,菲外长德尔罗萨里奥扬言,那些“正好位于”菲律宾主权海域之内的油气资源对菲能源战略至关重要,菲将继续在南海开展石油勘探活动,挑战中国与东盟达成的落实《南海地区行为宣言》的指导方针。";"205";717
718;2011;"2011年7月18日,美国众议院通过了要求以和平、多边和基于规则的手段解决南海争端的决议案,其为菲律宾撑腰打气的意图明显。";"218";718
719;2011;"2011年7月20日,中国外长与东盟外长在印尼巴厘岛又就落实《南海各方行为宣言》的指导方针达成了一致。";"262";719
720;2011;"2011年7月20日,在印度尼西亚巴厘岛举行的落实《南海各方行为宣言》高官会签署了《宣言》后续行动指针。";"595";720
721;2011;"2011年7月,在印尼举办东盟地区论坛期间,东盟秘书长素林・比素万强调,东盟本身不是南海争端中的一方,东盟作为一个集体希望各方能够和平解决争端。";"599";721
722;2011;"2011年7月27日,东盟各国海军司令会议在越南河内召开,这是东盟各国海军司令首次正式讨论南海的安全形势。";"614";722
723;2011;"例如,2011年7月,当中国与东南亚有关国家之间的南海争端不断升温之际,澳大利亚海军会同美国海军、日本海上自卫队在濒临南海的文莱附近海域举行了一次联合军事演习。";"815";723
724;2011;"二是2011年7月菲律宾外长访华,从中国寻求经济实惠回国后,马上又宣布引进西方石油公司勘探开发南海争议区的油气资源。";"887";724
725;2011;"①2011年8月5日,菲律宾外长罗萨里奥在马里拉大学“南沙争端:远景与政策反应”论坛上宣称:“中国以‘九段线’拥有整个‘西菲律宾海’的主张是南沙争端的关键,是通过国际法原则和平解决争端的根本性障碍。";"166";725
726;2011;"2011年8月29日至2011年9月3日,菲律宾总统阿基诺三世访华,与中国就解决海上争端达成共识,在一定程度上缓和了南海局势,但是南海局势的前景仍然不明。";"180";726
727;2011;"③2011年9月14日,美澳外长和防长“2+2”年度会谈于美国旧金山举行,在会后发表的联合声明中双方声称:“与国际社会一样,澳大利亚和美国在南海的航行自由、保持和平与稳定、尊重国际法,以及畅通的合法商贸方面,拥有国家利益。";"40";727
728;2011;"2011年9月,日本防卫省与东盟10国在东京举行了副防长级会谈,“在中国南海活动日益活跃的情况下”,围绕“东盟和日美等国加强合作”展开讨论,希望“日本等东盟以外国家积极协助”。";"71";728
729;2011;"尽管2011年9月中菲两国发表的联合声明宣称就解决南海争端达成某些共识,然而这些共识却没有改变菲律宾作为美国“重返”亚洲重要合作伙伴,挑动南海问题继续升温的基本政策。";"140";729
730;2011;"2011年9月21日,菲律宾与日本外交官以“海洋安全”为名举行了会谈,共同讨论了南海领土纠纷。";"175";730
731;2011;"⑥2011年9月22日,菲律宾召集东盟十国的海事专家开会,企图推动形成统一的解决南海问题的地区政策,即首先在东盟内部就划分南海的争议区和非争议区达成共识,再由东盟迫使中国接受。";"213";731
732;2011;"④2011年9月7日,菲律宾宣布增加将近50亿比索(1．18亿美元)的军费开支,以保护南海“领土”,特别是保护马来帕亚油气田。";"220";732
733;2011;"⑥2011年9月16日,菲律宾总统阿基诺三世在接受路透社采访时表示将“继续增强军事力量,包括在南海地区的军事部署”,并认为“这不应被视为是进攻行为,因为菲律宾的国防能力一直很弱”。";"221";733
734;2011;"2011年9月以来,菲律宾除了宣布增强在南海地区的军力部署,还与日本开展有关南海和东海主权争端的海事磋商会议,加强与日本的海上安全合作,寻求一项东盟对南海问题的统一立场等等,这些举动都表明,菲律宾仍将继续推动南海问题多边化、国际化,为此甚至不惜引发南海局势的紧张。";"225";734
735;2011;"从图１还可以看出,进入2011年9月之后,中国南海问题关涉方除传统的越南、菲律宾、美国以及东盟外,又增加了日本和印度,国际化的趋势已经明朗。";"440";735
736;2011;"2011年６月,越南总理阮晋勇在越南海洋宣传周大型集会上宣称对西沙、南沙群岛拥有主权,强调“越南全党、人民、全军要拿出最大决心意志,维护祖国领海和海岛的主权和管辖权”。";"445";736
737;2012;"作为2012年东盟轮值主席国,柬提议将南海争端排除在东盟的正式议题之外。";"64";737
738;2012;"从2012年开始,美国转变直接干涉南海事务的方式,更多地鼓励某些南海争议国和东盟发挥作用,尤其认为东盟是国际法的积极支持者,是和平解决南海问题的关键力量。";"119";738
739;2012;"经过2011年至2012年之间的有关黄岩岛的冲突,菲律宾决定在中国不同意的情况下,单方面将南海争端诉诸仲裁程序,有以下几个方面的政治考虑。";"135";739
740;2012;"有评论认为,2012年以来南海局势不断恶化的一个原因就是南海争端的持续军事化倾向以及中国使用强硬手段对付越南和菲律宾。";"136";740
741;2012;"随着军力的增加,2012年菲律宾南海政策开始呈现出从激进化趋向极端化的特征,其典型例证主要有黄岩岛对峙事件和“南海行为准则”问题。";"160";741
742;2012;"2012年3~4月间,菲律宾?越南?印度和印尼等国学者和智库人员先后抛出若干“南海行为准则”版本。";"174";742
743;2012;"2012年,菲律宾南海政策向激进化和极端化方向发展。";"241";743
744;2012;"2012年3-4月间,菲律宾多次推动和参与了没有中方人员参加的东盟国家《南海各方行为准则》草案闭门会议。";"242";744
745;2012;"虽然2012年东盟与中国达成了认同“南海问题不应国际化”观点的共识,［32］但据国外学者的考察,柬埔寨作为轮值主席国针对“南海问题不应国际化”拟定的相关条款因菲律宾的强烈反对被搁置。";"257";745
746;2012;"2012年中菲黄岩岛对峙事件发生后,阿基诺三世政府并未采取有效措施缓解中菲间的紧张气氛,而是继续以“将中菲争端岛屿纳入军事管辖范围”等手段激化矛盾,这些现象从一定意义上预示着,随着国内反腐运动越来越难以推行,阿基诺三世很可能会采取更为极端的手段,通过挑起国际争端转移国内公众的注意力。";"290";746
747;2012;"因此,在2012年美国新安全研究中心的开年报告《立足于实力的合作:美国、中国和南海》中,克罗宁(PatrickM．Cronin)和卡普兰提出,为了维护一个开放的基于条约体系的地区秩序,美国应该同中国建立实力基础上的合作关系。";"318";747
748;2012;"②2012年美《立足于实力的合作:美国、中国和南海》报告也是放眼未来地从中美关系演变角度论述南海问题之作。";"323";748
749;2012;"2012年下半年,美国不断对南海日益紧张的局势表示担忧,包括中国与菲律宾相互攻击的语言升级、双方在资源开发方面采取的行动以及围绕着黄岩岛发生的冲突。";"407";749
750;2012;"2012年下半年,美国不断对南海日益紧张的局势表示担忧,包括中国与菲律宾相互攻击的语言升级、双方在资源开发方面采取的行动以及围绕着黄岩岛发生的冲突。";"503";750
751;2012;"从1992年的东盟南海宣言、2002年东盟与中国签署的《南海各方行为宣言》、2011年落实《宣言》后续行动指针,再到2012年的南海问题六项原则等政治文件,处处都体现出东盟在南海问题上“以我为主”介入南海的战略意图。";"606";751
752;2012;"一个迹象就是,在2012年达成的东盟外长关于南海问题的六项原则声明中,并没有提到它在《南海各方行为宣言》中承认的“南海争端由直接相关的主权国家解决”的立场。";"612";752
753;2012;"在2012年外长会议上,东盟并没有接受菲律宾和越南将有关黄岩岛争端内容写入联合公报的提议,表明东盟在南海问题上仍坚持谨慎立场,不愿使中国和东盟的关系被南海问题引入歧途。";"624";753
754;2012;"在2012年东盟外长会议未能发表联合公报后,也正是由于印尼外长马蒂的穿梭外交,使东盟最终勉强出台了关于南海问题的六项原则声明,该声明实际上是印尼主导下各方利益平衡的产物。";"626";754
755;2012;"尽管2012年东盟轮值主席国的变动是降低南海问题激化程度的重要影响因素,但实际上南海问题的实质还取决于美国的战略举措。";"900";755
756;2012;"2012年10月,菲律宾增派800名海军陆战队员到南沙群岛,并以同意授权美军重新使用苏比克海空军事基地和美方人员在苏比克湾半永久性驻扎为代价,换取美国同意部署部分海军陆战队员到吕宋岛和巴拉望岛。";"244";756
757;2012;"2012年11月,菲律宾扬言召开东南亚地区南海声索国四国会议以对抗东盟峰会以“发展与一体化”为主题而不讨论南海问题的既定议程。";"245";757
758;2012;"2012年1月,菲律宾公布了“菲律宾南海行为准则草案”,对此,中国为了避免最后不得不面对东盟的“既成事实”,开始调整策略,力图加入到这一进程中来。";"273";758
759;2012;"2012年1月,在柬埔寨召开的东盟会议上,菲律宾提出三项提议：建议东盟发起召开中国与其他南海主权声索国的会议；在南海行为准则中规定区别南海有争议区和无争议区,并建立争议解决机制。";"616";759
760;2012;"而就在之前的2012年1月14日,中国和东盟国家在北京召开了落实《南海各方行为宣言》（简称《宣言》）第四次高官会,“各方一致认为,应抓住今年《宣言》签署十周年的有利契机……推动全面落实《宣言》,推进南海务实合作”。";"881";760
761;2012;"理由主要是两个方面：一方面,美国和越南等国炒作南海问题的目的已经基本达到,即制造对中国极为不利的舆论氛围,孤立中国,构筑起在南海方向共同反对和围堵中国的战略大联盟；另一方面,柬埔寨从2012年1月起成为新的东盟轮值主席国,这在一定程度上会减弱美国和越南利用东盟各个论坛为平台围攻中国的力度。";"888";761
762;2012;"⑤2012年2月190,菲律宾能源部副部长若泽?拉约格(JoseLayug)又宣布,菲律宾准备颁发15个油气区块的勘探许可,其中3个油气区块都位于南海的争议水域。";"284";762
763;2012;"例如,2012年4月,正值中菲两国在黄岩岛展开激烈对峙之际,美菲两国在南海举行“肩并肩”(Balikatan)联合军演,约4500名美军士兵和2300名菲律宾士兵参加了此次大规模军演,主要目的就是增强两国在传统和非传统军事训练中的互动与合作。";"34";763
764;2012;"2012年4月10日中菲黄岩岛对峙事件发生后,菲律宾要求东盟国家在这一事件上表明立场,①美国也要求东盟发挥积极作用,②然而,东盟在事件发生后并未发表任何立场声明,更没有呼吁区外大国加大干预。";"76";764
765;2012;"2012年4月10日,菲律宾海军欲抓扣黄岩岛附近的的中国渔民,与中国海监船制发生对峙,引发南海争端的再次升级。";"79";765
766;2012;"2012年4月10日中菲黄岩岛对峙事件发生后,菲律宾要求东盟国家在这一事件上表明立场,②美国也要求东盟发挥积极作用,③然而东盟在事件发生后并未发表任何立场声明,也未为事件的和平解决提供建设性意见。";"84";766
767;2012;"2012年4月10日,中菲在黄岩岛发生自美济礁事件之后两国在主权争议问题上最严重的一次对立。";"243";767
768;2012;"在2012年4月30日菲美“2+2”战略对话上,美国如20世纪70年代一样再次打破菲律宾的预期,拒绝在中菲南海冲突问题上做出更明确的承诺。";"247";768
769;2012;"2012年4月11日,菲律宾海军在黄岩岛附近抓捕中国渔民,被及时赶到的中国海监船制止,随后双方发生对峙。";"275";769
770;2012;"2012年4月,中菲黄岩岛对峙事件发生后,阿基诺三世政府曾要求东盟国家就这一事件表明立场。";"277";770
771;2012;"2012年4月,在中菲南海对峙事件尚未结束之时,美菲联合举行“肩并肩”军事演习。";"281";771
772;2012;"但同样值得注意的是,尽管阿基诺三世政府不遗余力地推动美国在中菲南海冲突上对菲做出明确承诺,在2012年4月30日举行的美菲“2+2”部长会谈上,美国却有意保持了模糊的态度。";"282";772
773;2012;"①2012年4月4日,柬埔寨首相洪森强调,“《南海各方行为宣言》是中国和东盟十国之间签署的,不涉及任何外部力量。";"604";773
774;2012;"2012年4月22日,菲律宾外长罗萨里奥发表声明,对中国与东盟国家的关系进行挑拨,警告那些与中国存在南海争端的东盟国家：“如果其他国家现在未能像菲律宾那样坦率表明立场,那么这些国家将会受到中国对南海主权声索的影响。";"617";774
775;2012;"尤为严重的是,菲律宾于2012年4月10日在黄岩岛泻湖区域非法登临我国在该水域正常作业的渔船,企图非法行使管辖权,进而引起两国海上对峙状态,严重影响了双方的睦邻友好关系,也影响了中国与东盟之间建立的战略伙伴关系。";"810";775
776;2012;"2012年4月18日,菲律宾外交部发表了“菲律宾对黄岩岛及其附近海域的立场”(以下简称“立场文件”),认为菲律宾对黄岩岛拥有主权是源自“菲律宾自独立以来就对黄岩岛实施了有效占领和有效管辖。";"844";776
